Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz
 2024-12-17 4:56:43.671	0.0166	0.0137	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.07	63477	63016	5121
 2024-12-17 4:56:43.686	0.0166	0.0142	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.07	63480	63006	5125
 2024-12-17 4:56:43.696	0.0166	0.0142	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.07	63485	62996	5132
 2024-12-17 4:56:43.706	0.0166	0.0142	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.09	63487	62998	5131
 2024-12-17 4:56:43.716	0.0166	0.0142	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.09	63487	63000	5134
 2024-12-17 4:56:43.726	0.0166	0.0142	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.09	63488	63007	5133
 2024-12-17 4:56:43.736	0.0166	0.0142	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.09	63489	63013	5132
 2024-12-17 4:56:43.746	0.0166	0.0132	-1.0054	0.0	0.0	0.0	179.198	-0.95	-38.232	28.09	63487	63014	5131
 2024-12-17 4:56:43.756	0.0166	0.0132	-1.0054	0.0	0.0	0.0	179.198	-0.95	-38.232	28.09	63486	63014	5128
 2024-12-17 4:56:43.771	0.0166	0.0142	-1.0044	0.0	0.0	0.0	179.198	-0.95	-38.232	28.05	63491	63012	5123
 2024-12-17 4:56:43.781	0.0166	0.0142	-1.0044	0.0	0.0	0.0	179.198	-0.95	-38.232	28.1	63494	63007	5120
 2024-12-17 4:56:43.946	0.0166	0.0132	-1.0054	0.0	0.0	0.0	179.198	-0.956	-38.232	28.07	63459	63012	5138
 2024-12-17 4:56:43.956	0.0166	0.0132	-1.0054	0.0	0.0	0.0	179.198	-0.956	-38.232	28.07	63460	63008	5139
 2024-12-17 4:56:43.966	0.0161	0.0142	-1.0049	0.0	0.0	0.0	179.198	-0.956	-38.232	28.09	63463	63006	5137
 2024-12-17 4:56:43.976	0.0161	0.0142	-1.0049	0.0	0.0	0.0	179.198	-0.956	-38.232	28.09	63463	63005	5132
 2024-12-17 4:56:43.991	0.0166	0.0142	-1.0054	0.0	0.0	0.0	179.198	-0.956	-38.232	28.09	63464	63006	5130
 2024-12-17 4:56:44.1	0.0166	0.0142	-1.0054	0.0	0.0	0.0	179.198	-0.956	-38.232	28.09	63467	63005	5129
 2024-12-17 4:56:44.11	0.0166	0.0132	-1.0049	0.0	0.0	0.0	179.198	-0.956	-38.232	28.09	63464	63005	5126
 2024-12-17 4:56:44.21	0.0166	0.0132	-1.0049	0.0	0.0	0.0	179.198	-0.956	-38.232	28.1	63463	63005	5117
 2024-12-17 4:56:44.31	0.0161	0.0132	-1.0054	0.0	0.0	0.0	179.198	-0.956	-38.232	28.1	63465	63000	5110
 2024-12-17 4:56:44.41	0.0161	0.0132	-1.0054	0.0	0.0	0.0	179.198	-0.956	-38.232	28.05	63470	62999	5109
 2024-12-17 4:56:44.51	0.0166	0.0142	-1.0049	0.0	0.0	0.0	179.198	-0.956	-38.232	28.05	63477	63003	5105
 2024-12-17 4:56:44.66	0.0166	0.0137	-1.0049	0.0	0.0	0.0	179.198	-0.956	-38.232	28.12	63479	63008	5103
 2024-12-17 4:56:44.76	0.0166	0.0137	-1.0049	0.0	0.0	0.0	179.198	-0.956	-38.232	28.12	63477	63014	5114
 2024-12-17 4:56:44.86	0.0161	0.0137	-1.0054	0.0	0.0	0.0	179.198	-0.956	-38.232	28.09	63477	63015	5119
 2024-12-17 4:56:44.96	0.0161	0.0137	-1.0054	0.0	0.0	0.0	179.198	-0.956	-38.232	28.09	63477	63013	5121
 2024-12-17 4:56:44.106	0.0161	0.0137	-1.0044	0.0	0.0	0.0	179.198	-0.956	-38.232	28.05	63478	63011	5125
 2024-12-17 4:56:44.116	0.0161	0.0137	-1.0044	0.0	0.0	0.0	179.198	-0.956	-38.232	28.05	63482	63007	5126
 2024-12-17 4:56:44.126	0.0166	0.0132	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.05	63486	63003	5128
 2024-12-17 4:56:44.141	0.0166	0.0132	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.05	63489	63000	5134
 2024-12-17 4:56:44.151	0.0166	0.0137	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.05	63489	62996	5138
 2024-12-17 4:56:44.161	0.0166	0.0137	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.05	63489	62996	5136
 2024-12-17 4:56:44.171	0.0161	0.0132	-1.0044	0.0	0.0	0.0	179.198	-0.95	-38.232	28.05	63488	62997	5136
 2024-12-17 4:56:44.181	0.0161	0.0132	-1.0044	0.0	0.0	0.0	179.198	-0.95	-38.232	28.09	63489	63000	5136
 2024-12-17 4:56:44.191	0.0166	0.0146	-1.0044	0.0	0.0	0.0	179.198	-0.95	-38.232	28.09	63487	63006	5141
 2024-12-17 4:56:44.201	0.0166	0.0146	-1.0044	0.0	0.0	0.0	179.198	-0.95	-38.232	28.09	63481	63012	5149
 2024-12-17 4:56:44.211	0.0166	0.0137	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.09	63475	63016	5155
 2024-12-17 4:56:44.226	0.0166	0.0132	-1.0054	0.0	0.0	0.0	179.198	-0.95	-38.232	28.09	63474	63019	5155
 2024-12-17 4:56:44.236	0.0166	0.0132	-1.0054	0.0	0.0	0.0	179.198	-0.95	-38.232	28.09	63479	63018	5146
 2024-12-17 4:56:44.246	0.0166	0.0137	-1.0034	0.0	0.0	0.0	179.198	-0.95	-38.232	28.09	63481	63016	5142
 2024-12-17 4:56:44.256	0.0166	0.0137	-1.0034	0.0	0.0	0.0	179.198	-0.95	-38.232	28.09	63478	63016	5143
 2024-12-17 4:56:44.266	0.0166	0.0146	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.04	63478	63016	5147
 2024-12-17 4:56:44.276	0.0166	0.0146	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.04	63481	63017	5150
 2024-12-17 4:56:44.286	0.0166	0.0137	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.1	63485	63017	5155
 2024-12-17 4:56:44.296	0.0166	0.0137	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.1	63485	63018	5155
 2024-12-17 4:56:44.306	0.0166	0.0132	-1.0044	0.0	0.0	0.0	179.198	-0.95	-38.232	28.09	63486	63019	5152
 2024-12-17 4:56:44.321	0.0166	0.0132	-1.0044	0.0	0.0	0.0	179.198	-0.95	-38.232	28.05	63489	63020	5152
 2024-12-17 4:56:44.331	0.0166	0.0146	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.05	63489	63025	5157
 2024-12-17 4:56:44.341	0.0166	0.0146	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.07	63485	63024	5148
 2024-12-17 4:56:44.351	0.0166	0.0137	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.07	63483	63024	5139
 2024-12-17 4:56:44.361	0.0166	0.0137	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.09	63485	63025	5137
 2024-12-17 4:56:44.371	0.0171	0.0137	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.09	63485	63024	5138
 2024-12-17 4:56:44.381	0.0166	0.0137	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.07	63484	63019	5142
 2024-12-17 4:56:44.396	0.0166	0.0137	-1.0049	0.0	0.0	0.0	179.198	-0.956	-38.232	28.07	63485	63019	5145
 2024-12-17 4:56:44.406	0.0166	0.0137	-1.0049	0.0	0.0	0.0	179.198	-0.956	-38.232	28.07	63479	63027	5151
 2024-12-17 4:56:44.416	0.0161	0.0142	-1.0044	0.0	0.0	0.0	179.198	-0.956	-38.232	28.07	63475	63027	5156
 2024-12-17 4:56:44.426	0.0161	0.0142	-1.0044	0.0	0.0	0.0	179.198	-0.956	-38.232	28.07	63477	63026	5154
 2024-12-17 4:56:44.436	0.0161	0.0137	-1.0044	0.0	0.0	0.0	179.198	-0.956	-38.232	28.07	63481	63024	5156
 2024-12-17 4:56:44.446	0.0161	0.0137	-1.0044	0.0	0.0	0.0	179.198	-0.956	-38.232	28.07	63479	63022	5161
 2024-12-17 4:56:44.456	0.0166	0.0137	-1.0054	0.0	0.0	0.0	179.198	-0.95	-38.232	28.07	63483	63019	5158
 2024-12-17 4:56:44.626	0.0166	0.0137	-1.0054	0.0	0.0	0.0	179.198	-0.95	-38.232	28.05	63499	63018	5158
 2024-12-17 4:56:44.636	0.0166	0.0137	-1.0044	0.0	0.0	0.0	179.198	-0.95	-38.232	28.05	63499	63018	5163
 2024-12-17 4:56:44.646	0.0166	0.0137	-1.0044	0.0	0.0	0.0	179.198	-0.95	-38.232	28.05	63497	63017	5165
 2024-12-17 4:56:44.656	0.0166	0.0146	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.05	63495	63018	5151
 2024-12-17 4:56:44.666	0.0166	0.0146	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.09	63496	63019	5143
 2024-12-17 4:56:44.681	0.0166	0.0132	-1.0044	0.0	0.0	0.0	179.198	-0.95	-38.232	28.09	63494	63016	5143
 2024-12-17 4:56:44.691	0.0166	0.0137	-1.0044	0.0	0.0	0.0	179.198	-0.95	-38.232	28.09	63493	63015	5151
 2024-12-17 4:56:44.701	0.0166	0.0137	-1.0044	0.0	0.0	0.0	179.198	-0.95	-38.232	28.09	63492	63016	5154
 2024-12-17 4:56:44.866	0.0161	0.0142	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.04	63497	63023	5145
 2024-12-17 4:56:44.876	0.0166	0.0137	-1.0049	0.0	0.0	0.0	179.198	-0.95	-38.232	28.04	63501	63022	5140
 2024-12-17 4:56:44.886	0.0166	0.0137	-1.0054	0.0	0.0	0.0	179.198	-0.95	-38.232	28.1	63502	63024	5135
 2024-12-17 4:56:44.901	0.0166	0.0137	-1.0054	0.0	0.0	0.0	179.198	-0.95	-38.232	28.1	63498	63024	5131
 2024-12-17 4:56:44.911	0.0171	0.0142	-1.0044	0.0	0.0	0.0	179.198	-0.95	-38.232	28.05	63490	63024	5131
