Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz
 2024-12-17 5:5:46.956	-0.0015	0.002	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7225	54821	53095
 2024-12-17 5:5:46.976	-0.0015	0.001	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7221	54815	53101
 2024-12-17 5:5:47.1	-0.0005	0.0005	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7214	54819	53102
 2024-12-17 5:5:47.21	0.0005	0.0005	0.998	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7212	54812	53115
 2024-12-17 5:5:47.41	-0.0005	0.0015	1.0005	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7214	54799	53127
 2024-12-17 5:5:47.61	-0.0005	0.0005	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7208	54800	53123
 2024-12-17 5:5:47.81	0.0	0.0	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7208	54802	53126
 2024-12-17 5:5:47.106	-0.001	0.0	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7207	54804	53127
 2024-12-17 5:5:47.126	-0.001	0.0015	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7203	54811	53145
 2024-12-17 5:5:47.146	-0.001	0.001	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7204	54804	53131
 2024-12-17 5:5:47.166	0.0	0.0005	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.13	7207	54810	53118
 2024-12-17 5:5:47.186	0.0	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.2	7218	54808	53114
 2024-12-17 5:5:47.376	0.0015	-0.001	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7209	54797	53133
 2024-12-17 5:5:47.396	0.0	0.001	0.998	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7206	54794	53122
 2024-12-17 5:5:47.416	-0.0015	0.0024	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7200	54793	53108
 2024-12-17 5:5:47.441	-0.001	0.002	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.18	7203	54800	53104
 2024-12-17 5:5:47.461	-0.002	0.0005	0.999	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7210	54792	53102
 2024-12-17 5:5:47.481	-0.002	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.2	7210	54794	53121
 2024-12-17 5:5:47.501	0.0	0.0	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7203	54795	53117
 2024-12-17 5:5:47.526	0.0	0.0005	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7201	54789	53120
 2024-12-17 5:5:47.546	0.0	0.0005	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7200	54798	53123
 2024-12-17 5:5:47.566	0.0	-0.0005	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.13	7198	54795	53120
 2024-12-17 5:5:47.586	-0.0005	0.001	1.0005	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7194	54798	53104
 2024-12-17 5:5:47.606	-0.002	0.002	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7190	54799	53093
 2024-12-17 5:5:47.631	-0.001	0.0015	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7200	54799	53093
 2024-12-17 5:5:47.651	0.0	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7205	54803	53090
 2024-12-17 5:5:47.671	0.0	0.0	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7205	54802	53102
 2024-12-17 5:5:47.691	-0.0005	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7198	54795	53118
 2024-12-17 5:5:47.711	-0.001	0.002	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7194	54795	53124
 2024-12-17 5:5:47.736	0.0	0.0	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7211	54750	53079
 2024-12-17 5:5:47.756	0.0	0.0	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7202	54781	53112
 2024-12-17 5:5:47.776	0.0	0.001	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7204	54788	53106
 2024-12-17 5:5:47.796	-0.0015	0.002	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7205	54790	53101
 2024-12-17 5:5:47.816	0.0	0.0015	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7204	54790	53097
 2024-12-17 5:5:48.6	-0.001	0.0024	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.13	7189	54804	53071
 2024-12-17 5:5:48.26	-0.0015	0.002	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.13	7185	54795	53090
 2024-12-17 5:5:48.46	-0.0005	0.0	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7186	54792	53118
 2024-12-17 5:5:48.66	-0.0005	0.0005	1.0	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7189	54795	53107
 2024-12-17 5:5:48.86	0.0	0.001	0.999	0.0	0.0	0.0	0.049	0.033	-171.667	28.13	7198	54797	53076
 2024-12-17 5:5:48.276	-0.002	0.0029	1.002	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7192	54793	53098
 2024-12-17 5:5:48.296	0.0	0.001	0.998	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7193	54800	53104
 2024-12-17 5:5:48.316	0.0	0.0	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7196	54799	53104
 2024-12-17 5:5:48.341	-0.0005	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7202	54789	53144
 2024-12-17 5:5:48.361	-0.002	0.0015	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7209	54802	53116
 2024-12-17 5:5:48.381	-0.0005	0.0015	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7215	54798	53127
 2024-12-17 5:5:48.401	0.0	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7210	54801	53136
 2024-12-17 5:5:48.426	0.0	0.0005	0.9976	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7204	54802	53134
 2024-12-17 5:5:48.446	-0.0005	0.0015	1.002	0.0	0.0	0.0	0.049	0.038	-171.667	28.13	7199	54796	53130
 2024-12-17 5:5:48.466	0.0	0.001	0.998	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7203	54801	53130
 2024-12-17 5:5:48.486	-0.0005	0.0005	1.0005	0.0	0.0	0.0	0.049	0.033	-171.667	28.18	7210	54802	53125
 2024-12-17 5:5:48.511	-0.001	0.0005	0.9985	0.0	0.0	0.0	0.049	0.033	-171.667	28.12	7207	54801	53115
 2024-12-17 5:5:48.531	-0.0005	0.001	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7206	54798	53118
 2024-12-17 5:5:48.551	0.0	0.002	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7209	54800	53115
 2024-12-17 5:5:48.571	-0.0015	0.001	0.9985	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7212	54800	53122
 2024-12-17 5:5:48.761	-0.0005	0.0005	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.18	7192	54809	53118
 2024-12-17 5:5:48.781	0.0005	-0.0005	0.9985	0.0	0.0	0.0	0.049	0.033	-171.667	28.18	7198	54806	53110
 2024-12-17 5:5:48.806	-0.0005	0.0	1.0	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7203	54799	53109
 2024-12-17 5:5:48.826	-0.0015	0.002	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.18	7187	54800	53117
 2024-12-17 5:5:48.846	-0.0005	0.002	0.9985	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7193	54801	53108
 2024-12-17 5:5:48.866	-0.0005	0.0005	1.0	0.0	0.0	0.0	0.049	0.033	-171.667	28.18	7195	54800	53099
 2024-12-17 5:5:48.886	-0.0015	0.001	0.999	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7200	54792	53085
 2024-12-17 5:5:48.911	-0.001	0.001	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7200	54783	53084
 2024-12-17 5:5:48.931	-0.0005	0.0015	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7197	54793	53092
 2024-12-17 5:5:48.951	-0.001	0.0015	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7195	54793	53089
 2024-12-17 5:5:48.971	-0.0005	0.0005	1.0005	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7193	54794	53090
 2024-12-17 5:5:48.996	0.0005	-0.0005	0.998	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7205	54800	53086
 2024-12-17 5:5:49.16	-0.0005	0.0	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7199	54810	53095
 2024-12-17 5:5:49.36	-0.0024	0.0024	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7204	54810	53096
 2024-12-17 5:5:49.56	-0.001	0.002	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7201	54800	53095
 2024-12-17 5:5:49.76	-0.0005	0.0005	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7209	54803	53096
 2024-12-17 5:5:49.101	-0.0005	0.001	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7211	54817	53089
 2024-12-17 5:5:49.121	-0.0005	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7215	54813	53093
 2024-12-17 5:5:49.141	0.0	0.0005	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7205	54802	53102
 2024-12-17 5:5:49.161	-0.0005	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7204	54799	53118
 2024-12-17 5:5:49.186	-0.0005	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7206	54793	53109
 2024-12-17 5:5:49.206	-0.0005	0.001	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7206	54783	53108
 2024-12-17 5:5:49.226	-0.0005	0.0015	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7205	54796	53121
 2024-12-17 5:5:49.246	-0.0005	0.0005	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7206	54792	53122
 2024-12-17 5:5:49.271	-0.0005	0.0	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7206	54796	53119
 2024-12-17 5:5:49.291	-0.0005	0.0005	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7201	54800	53120
 2024-12-17 5:5:49.311	-0.002	0.0024	1.0005	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7204	54801	53121
 2024-12-17 5:5:49.331	-0.0005	0.002	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7205	54804	53139
 2024-12-17 5:5:49.351	0.001	0.0	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.13	7220	54795	53156
 2024-12-17 5:5:49.376	0.0	0.0	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7210	54794	53142
 2024-12-17 5:5:49.396	-0.001	0.001	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7213	54793	53126
 2024-12-17 5:5:49.416	-0.002	0.002	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7208	54796	53116
 2024-12-17 5:5:49.436	-0.0005	0.0	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7211	54791	53108
 2024-12-17 5:5:49.461	0.0	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7219	54793	53105
 2024-12-17 5:5:49.481	0.0005	0.0015	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7218	54796	53111
 2024-12-17 5:5:49.501	-0.001	0.002	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7213	54797	53123
 2024-12-17 5:5:49.521	-0.001	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7208	54800	53128
 2024-12-17 5:5:49.546	-0.0005	0.0	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7209	54807	53121
 2024-12-17 5:5:49.566	-0.0005	0.0005	1.001	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7186	54804	53111
 2024-12-17 5:5:49.586	0.0	0.0005	0.998	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7204	54816	53125
 2024-12-17 5:5:49.606	0.0	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7206	54815	53130
 2024-12-17 5:5:49.631	-0.0005	0.0	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7220	54811	53130
 2024-12-17 5:5:49.651	-0.0005	0.0	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7219	54812	53130
 2024-12-17 5:5:49.671	-0.001	0.0015	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7215	54813	53129
 2024-12-17 5:5:49.691	-0.0015	0.002	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7215	54810	53132
 2024-12-17 5:5:49.711	0.0	0.001	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7214	54802	53127
 2024-12-17 5:5:49.736	0.0	0.0005	1.001	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7211	54806	53112
 2024-12-17 5:5:49.756	0.0005	0.0	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7208	54800	53117
 2024-12-17 5:5:49.776	0.0	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7212	54803	53129
 2024-12-17 5:5:49.796	-0.002	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7224	54798	53113
 2024-12-17 5:5:49.821	0.0	0.001	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7215	54797	53106
 2024-12-17 5:5:49.841	0.0	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.12	7212	54795	53114
 2024-12-17 5:5:49.861	-0.0005	0.0015	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7216	54794	53116
 2024-12-17 5:5:49.881	0.0	0.001	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7213	54791	53117
 2024-12-17 5:5:49.901	0.0	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7208	54791	53119
 2024-12-17 5:5:49.926	-0.002	0.001	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7207	54792	53122
 2024-12-17 5:5:49.946	-0.0024	0.0015	1.0	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7202	54802	53123
 2024-12-17 5:5:49.966	0.0	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7204	54809	53134
 2024-12-17 5:5:49.986	0.001	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7207	54799	53125
 2024-12-17 5:5:50.11	0.0	0.0	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7223	54799	53111
 2024-12-17 5:5:50.31	-0.0015	0.001	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.18	7225	54807	53096
 2024-12-17 5:5:50.51	-0.001	0.001	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7231	54792	53093
 2024-12-17 5:5:50.71	-0.0015	0.0005	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7236	54796	53101
 2024-12-17 5:5:50.91	-0.0005	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7229	54797	53102
 2024-12-17 5:5:50.116	0.0005	0.0005	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7222	54803	53075
 2024-12-17 5:5:50.136	0.001	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7210	54802	53077
 2024-12-17 5:5:50.156	-0.001	0.001	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.18	7211	54805	53084
 2024-12-17 5:5:50.176	-0.002	0.0015	1.0	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7213	54802	53092
 2024-12-17 5:5:50.196	-0.001	0.0015	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7213	54798	53102
 2024-12-17 5:5:50.221	0.0	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7212	54805	53119
 2024-12-17 5:5:50.241	0.0	0.001	0.9985	0.0	0.0	0.0	0.049	0.033	-171.667	28.13	7212	54802	53124
 2024-12-17 5:5:50.261	-0.0005	0.001	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7208	54799	53123
 2024-12-17 5:5:50.281	-0.0005	0.0	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.18	7203	54800	53120
 2024-12-17 5:5:50.301	-0.001	0.0015	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7201	54802	53112
 2024-12-17 5:5:50.326	-0.0005	0.0015	0.999	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7208	54801	53112
 2024-12-17 5:5:50.346	0.0	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7204	54804	53116
 2024-12-17 5:5:50.366	0.0	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7204	54814	53105
 2024-12-17 5:5:50.386	-0.0005	0.0005	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7208	54810	53111
 2024-12-17 5:5:50.406	-0.001	0.001	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.18	7210	54813	53104
 2024-12-17 5:5:50.431	-0.001	0.001	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7212	54808	53103
 2024-12-17 5:5:50.451	0.0	0.001	0.999	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7207	54817	53113
 2024-12-17 5:5:50.471	-0.0005	0.0	0.999	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7206	54817	53119
 2024-12-17 5:5:50.491	0.0	0.0005	0.999	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7201	54807	53114
 2024-12-17 5:5:50.511	-0.0005	0.001	0.999	0.0	0.0	0.0	0.049	0.033	-171.667	28.18	7209	54799	53104
 2024-12-17 5:5:50.536	-0.0015	0.001	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.13	7208	54800	53102
 2024-12-17 5:5:50.556	-0.0005	0.0015	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7204	54794	53100
 2024-12-17 5:5:50.576	0.0	0.001	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7202	54789	53102
 2024-12-17 5:5:50.596	0.0	0.001	0.999	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7199	54794	53093
 2024-12-17 5:5:50.621	-0.001	0.0	0.999	0.0	0.0	0.0	0.049	0.033	-171.667	28.18	7203	54796	53085
 2024-12-17 5:5:50.641	-0.0015	0.0005	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7205	54808	53102
 2024-12-17 5:5:50.661	-0.0005	0.0	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7197	54805	53125
 2024-12-17 5:5:50.681	-0.001	0.001	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7198	54801	53132
 2024-12-17 5:5:50.701	0.0	0.0	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7203	54795	53125
 2024-12-17 5:5:50.726	-0.0005	0.0	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7189	54791	53106
 2024-12-17 5:5:50.746	0.0	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7190	54797	53113
 2024-12-17 5:5:50.766	0.0	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7195	54801	53094
 2024-12-17 5:5:50.786	0.0	0.0024	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.12	7208	54794	53111
 2024-12-17 5:5:50.811	-0.001	0.0015	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7198	54798	53164
 2024-12-17 5:5:50.831	-0.0015	0.0	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7195	54795	53124
 2024-12-17 5:5:50.851	-0.001	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7195	54807	53129
 2024-12-17 5:5:50.871	0.0	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7194	54812	53132
 2024-12-17 5:5:50.896	0.0	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.13	7196	54808	53129
 2024-12-17 5:5:50.916	-0.001	0.0005	1.0005	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7195	54805	53103
 2024-12-17 5:5:50.936	0.0	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7195	54807	53115
 2024-12-17 5:5:50.956	0.0	0.001	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7198	54803	53122
 2024-12-17 5:5:50.981	-0.0005	0.0015	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7207	54796	53121
 2024-12-17 5:5:51.1	-0.0005	0.002	0.999	0.0	0.0	0.0	0.049	0.033	-171.667	28.18	7212	54788	53101
 2024-12-17 5:5:51.21	0.0	0.0005	1.001	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7212	54794	53097
 2024-12-17 5:5:51.41	-0.0005	0.001	0.998	0.0	0.0	0.0	0.049	0.033	-171.667	28.13	7205	54803	53088
 2024-12-17 5:5:51.66	-0.002	0.0005	0.998	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7201	54796	53102
 2024-12-17 5:5:51.86	-0.001	0.0	1.0	0.0	0.0	0.0	0.049	0.033	-171.667	28.18	7207	54800	53099
 2024-12-17 5:5:51.106	0.0005	0.0	0.9985	0.0	0.0	0.0	0.049	0.033	-171.667	28.18	7208	54795	53098
 2024-12-17 5:5:51.126	0.0	0.001	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.2	7212	54794	53112
 2024-12-17 5:5:51.151	-0.0005	0.002	1.0005	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7203	54796	53112
 2024-12-17 5:5:51.171	-0.001	0.001	0.999	0.0	0.0	0.0	0.049	0.033	-171.667	28.18	7205	54802	53143
 2024-12-17 5:5:51.191	-0.0005	0.0005	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7200	54814	53143
 2024-12-17 5:5:51.211	-0.001	0.0005	0.999	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7200	54812	53143
 2024-12-17 5:5:51.231	0.0005	0.0	1.0	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7190	54809	53130
 2024-12-17 5:5:51.256	0.0	0.0	0.999	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7187	54802	53126
 2024-12-17 5:5:51.276	0.0	0.001	0.999	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7194	54790	53126
 2024-12-17 5:5:51.296	-0.0005	0.001	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7192	54802	53136
 2024-12-17 5:5:51.316	-0.0005	0.0005	0.9985	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7197	54799	53139
 2024-12-17 5:5:51.336	-0.0005	0.0005	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.13	7201	54800	53116
 2024-12-17 5:5:51.361	-0.0005	0.001	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.12	7206	54802	53122
 2024-12-17 5:5:51.381	-0.0005	0.001	1.0	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7202	54811	53106
 2024-12-17 5:5:51.401	-0.0024	0.0039	0.9966	-1.1597	-0.9155	-0.4272	0.027	0.016	-171.672	28.17	7204	54808	53105
 2024-12-17 5:5:51.421	-0.0005	0.0005	0.998	0.0	0.0	0.0	0.027	0.016	-171.672	28.15	7196	54806	53104
 2024-12-17 5:5:51.446	-0.0005	0.0015	0.9985	0.3662	0.3052	0.061	0.027	0.016	-171.672	28.15	7192	54811	53109
 2024-12-17 5:5:51.466	-0.001	0.0005	1.0	-0.1221	-0.061	0.0	0.033	0.022	-171.672	28.15	7222	54795	53088
 2024-12-17 5:5:51.486	0.0	0.001	0.9985	0.061	0.1221	0.0	0.033	0.022	-171.672	28.15	7200	54797	53092
 2024-12-17 5:5:51.506	-0.0259	0.2617	0.9814	-3.3569	-1.6479	1.8311	0.022	0.016	-171.661	28.18	7199	54805	53094
 2024-12-17 5:5:51.526	-0.186	-0.1626	1.019	-3.1738	-11.1694	-21.1182	-0.027	-0.104	-171.848	28.18	7221	54870	53087
 2024-12-17 5:5:51.551	0.168	-0.0947	0.9868	0.3662	4.7607	20.874	-0.049	-0.148	-171.848	28.21	7299	54922	53012
 2024-12-17 5:5:51.571	0.0684	-0.0439	1.0098	1.5869	3.418	2.1362	-0.033	-0.066	-171.623	28.18	7351	54939	52967
 2024-12-17 5:5:51.591	0.0356	-0.1216	0.9951	-0.6714	0.8545	20.5078	-0.038	-0.027	-171.392	28.15	7383	54923	52943
 2024-12-17 5:5:51.611	0.1494	-0.0186	0.9995	-3.9673	-1.8921	22.583	-0.104	-0.055	-170.964	28.15	7364	54872	52948
 2024-12-17 5:5:51.631	0.1294	0.1128	0.9849	-6.7749	-9.0332	-1.6479	-0.264	-0.247	-170.76	28.15	7297	54821	52981
 2024-12-17 5:5:51.656	0.1768	0.0347	1.0181	-4.2725	-8.4229	-38.3301	-0.357	-0.461	-171.343	28.12	7120	54849	53067
 2024-12-17 5:5:51.676	0.0845	0.0703	1.1616	-59.1431	-4.0283	-50.354	-0.967	-0.643	-172.233	28.18	6934	54960	53136
 2024-12-17 5:5:51.696	0.0449	-0.1274	1.0063	-95.3979	-13.4888	-50.1709	-2.472	-0.89	-173.227	28.17	6715	55183	53203
 2024-12-17 5:5:51.721	0.0371	-0.1328	0.9731	-97.8394	-24.4141	-53.2837	-4.818	-1.516	-174.496	28.15	6441	55438	53248
 2024-12-17 5:5:51.741	0.022	-0.1343	0.9863	-64.6973	-107.2388	-56.2134	-6.202	-3.362	-175.43	28.15	5944	55765	53255
 2024-12-17 5:5:51.761	0.0776	-0.1099	1.002	-57.4341	-158.3862	-69.2139	-7.256	-6.389	-176.402	28.17	5438	56051	53216
 2024-12-17 5:5:51.781	0.1343	-0.0991	1.0044	-89.2334	-121.0938	-60.8521	-8.707	-9.097	-177.303	28.15	4934	56385	53202
 2024-12-17 5:5:51.801	0.1265	-0.0962	0.9521	-56.6406	-81.2378	-57.5562	-10.009	-11.442	-178.407	28.15	4473	56709	53201
 2024-12-17 5:5:51.826	0.0483	-0.2324	0.9722	-54.2603	-65.3687	-59.9976	-10.827	-12.854	-179.39	28.15	3975	57055	53186
 2024-12-17 5:5:51.846	0.0415	-0.2808	0.9888	-43.7012	-73.1812	-34.9121	-11.552	-14.315	-179.813	28.15	3601	57265	53172
