Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz
 2024-12-17 5:5:41.721	-0.0005	0.0015	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7203	54784	53083
 2024-12-17 5:5:41.911	-0.001	0.0015	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.21	7200	54782	53084
 2024-12-17 5:5:41.931	0.0	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.2	7202	54784	53074
 2024-12-17 5:5:41.951	0.0	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7206	54780	53079
 2024-12-17 5:5:41.971	-0.0005	0.001	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7212	54780	53095
 2024-12-17 5:5:41.996	-0.0005	0.002	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7212	54786	53094
 2024-12-17 5:5:42.16	-0.0005	0.0015	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7205	54782	53089
 2024-12-17 5:5:42.36	-0.001	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7206	54777	53079
 2024-12-17 5:5:42.56	-0.001	0.0005	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7206	54778	53074
 2024-12-17 5:5:42.81	-0.001	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.2	7211	54781	53078
 2024-12-17 5:5:42.101	0.0	0.0005	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7212	54786	53088
 2024-12-17 5:5:42.121	0.0	0.0005	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.2	7204	54788	53089
 2024-12-17 5:5:42.141	0.0	0.001	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.2	7209	54794	53076
 2024-12-17 5:5:42.161	-0.001	0.002	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7215	54801	53070
 2024-12-17 5:5:42.186	-0.001	0.0015	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7220	54794	53071
 2024-12-17 5:5:42.206	-0.0005	0.0005	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7226	54791	53089
 2024-12-17 5:5:42.226	0.0	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7219	54793	53099
 2024-12-17 5:5:42.246	0.0	0.0005	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.13	7208	54793	53105
 2024-12-17 5:5:42.266	-0.0005	0.001	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7211	54791	53100
 2024-12-17 5:5:42.291	0.0	0.0015	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7221	54788	53111
 2024-12-17 5:5:42.311	0.0	0.0015	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7218	54798	53121
 2024-12-17 5:5:42.331	-0.0005	0.0005	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7214	54802	53121
 2024-12-17 5:5:42.351	-0.0005	0.001	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.2	7212	54795	53108
 2024-12-17 5:5:42.376	-0.001	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7200	54783	53137
 2024-12-17 5:5:42.396	-0.0005	0.0005	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.18	7208	54787	53113
 2024-12-17 5:5:42.416	0.0	0.001	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7215	54788	53106
 2024-12-17 5:5:42.436	-0.0005	0.0005	0.9985	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7216	54789	53115
 2024-12-17 5:5:42.456	-0.001	0.0005	0.999	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7199	54795	53123
 2024-12-17 5:5:42.481	0.0	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.2	7200	54797	53112
 2024-12-17 5:5:42.501	0.0	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7197	54799	53110
 2024-12-17 5:5:42.521	0.0	0.001	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7201	54795	53113
 2024-12-17 5:5:42.546	-0.001	0.0005	0.999	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7200	54792	53108
 2024-12-17 5:5:42.566	-0.001	0.0005	0.999	0.0	0.0	0.0	0.049	0.033	-171.667	28.13	7203	54800	53089
 2024-12-17 5:5:42.586	-0.001	0.0015	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7204	54794	53098
 2024-12-17 5:5:42.606	0.0	0.0015	1.0	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7195	54791	53093
 2024-12-17 5:5:42.631	0.0	0.001	0.999	0.0	0.0	0.0	0.049	0.033	-171.667	28.18	7202	54793	53093
 2024-12-17 5:5:42.651	-0.0005	0.0005	0.9995	0.0	0.0	0.0	0.055	0.033	-171.667	28.17	7205	54791	53091
 2024-12-17 5:5:42.671	-0.0005	0.001	0.999	0.0	0.0	0.0	0.055	0.033	-171.667	28.15	7209	54801	53096
 2024-12-17 5:5:42.691	-0.0005	0.0005	0.999	0.0	0.0	0.0	0.055	0.033	-171.667	28.15	7205	54813	53089
 2024-12-17 5:5:42.711	-0.0015	0.0005	1.0	0.0	0.0	0.0	0.055	0.033	-171.667	28.17	7206	54813	53085
 2024-12-17 5:5:42.736	-0.0005	0.0015	0.999	0.0	0.0	0.0	0.055	0.033	-171.667	28.18	7210	54809	53083
 2024-12-17 5:5:42.756	0.0	0.0	1.0	0.0	0.0	0.0	0.055	0.033	-171.667	28.15	7205	54801	53075
 2024-12-17 5:5:42.776	0.0	0.0005	0.9995	0.0	0.0	0.0	0.055	0.033	-171.667	28.13	7199	54798	53073
 2024-12-17 5:5:42.801	-0.0005	0.001	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.18	7196	54791	53060
 2024-12-17 5:5:42.821	-0.0005	0.001	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7197	54787	53075
 2024-12-17 5:5:42.841	-0.001	0.001	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7193	54787	53070
 2024-12-17 5:5:42.861	-0.0005	0.0	0.999	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7189	54793	53071
 2024-12-17 5:5:42.881	-0.001	0.0005	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.17	7193	54794	53083
 2024-12-17 5:5:42.906	-0.0015	0.0005	0.9995	0.0	0.0	0.0	0.049	0.033	-171.667	28.15	7199	54803	53090
 2024-12-17 5:5:42.926	-0.0005	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7195	54796	53086
 2024-12-17 5:5:42.946	-0.0005	0.0015	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7194	54799	53091
 2024-12-17 5:5:42.966	-0.0005	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7198	54797	53077
 2024-12-17 5:5:42.986	0.0	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7200	54795	53074
 2024-12-17 5:5:43.6	-0.0015	0.001	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7203	54783	53070
 2024-12-17 5:5:43.31	-0.001	0.001	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7194	54786	53079
 2024-12-17 5:5:43.51	0.0	0.001	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7190	54781	53086
 2024-12-17 5:5:43.71	0.0	0.001	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7189	54786	53084
 2024-12-17 5:5:43.91	-0.0015	0.0015	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7182	54784	53083
 2024-12-17 5:5:43.111	-0.001	0.001	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7190	54779	53086
 2024-12-17 5:5:43.301	0.0	0.001	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7210	54792	53119
 2024-12-17 5:5:43.321	-0.0005	0.0015	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7204	54786	53121
 2024-12-17 5:5:43.341	0.0	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7211	54779	53120
 2024-12-17 5:5:43.361	-0.001	0.0	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7216	54776	53120
 2024-12-17 5:5:43.381	0.0	0.0015	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7211	54779	53112
 2024-12-17 5:5:43.406	0.0	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7209	54786	53101
 2024-12-17 5:5:43.426	-0.0005	0.0	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7214	54791	53102
 2024-12-17 5:5:43.446	-0.0005	0.0005	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7218	54791	53094
 2024-12-17 5:5:43.466	-0.0005	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7219	54792	53106
 2024-12-17 5:5:43.656	-0.0005	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7221	54788	53079
 2024-12-17 5:5:43.676	-0.0005	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7211	54793	53107
 2024-12-17 5:5:43.701	-0.001	0.0005	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.2	7205	54794	53114
 2024-12-17 5:5:43.721	-0.0005	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.2	7203	54791	53112
 2024-12-17 5:5:43.741	0.0	0.0	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7211	54792	53104
 2024-12-17 5:5:43.761	0.0	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.2	7207	54789	53104
 2024-12-17 5:5:43.781	-0.0005	0.0005	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7197	54788	53108
 2024-12-17 5:5:43.806	0.0	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7211	54788	53092
 2024-12-17 5:5:43.826	0.0	0.0005	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7223	54794	53106
 2024-12-17 5:5:43.846	0.0	0.0015	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.2	7218	54797	53106
 2024-12-17 5:5:43.866	-0.0005	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7213	54788	53102
 2024-12-17 5:5:43.886	-0.001	0.0	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7208	54783	53094
 2024-12-17 5:5:44.76	-0.0005	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7208	54798	53103
 2024-12-17 5:5:44.96	-0.0005	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7208	54798	53107
 2024-12-17 5:5:44.116	0.0	0.0	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7198	54790	53121
 2024-12-17 5:5:44.141	0.0	0.001	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7201	54788	53120
 2024-12-17 5:5:44.161	-0.0005	0.0015	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7209	54788	53131
 2024-12-17 5:5:44.181	-0.0005	0.001	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7202	54792	53140
 2024-12-17 5:5:44.201	-0.0005	0.001	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7199	54792	53149
 2024-12-17 5:5:44.221	-0.001	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7189	54790	53153
 2024-12-17 5:5:44.241	-0.0005	0.0005	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7191	54781	53155
 2024-12-17 5:5:44.266	-0.0015	0.0005	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7201	54785	53166
 2024-12-17 5:5:44.286	0.0	0.0015	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7206	54778	53165
 2024-12-17 5:5:44.306	-0.0005	0.001	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7214	54787	53163
 2024-12-17 5:5:44.326	-0.0005	0.001	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7219	54788	53145
 2024-12-17 5:5:44.346	-0.001	0.0005	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7214	54793	53143
 2024-12-17 5:5:44.366	-0.001	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7208	54796	53131
 2024-12-17 5:5:44.391	0.0	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7210	54794	53124
 2024-12-17 5:5:44.411	-0.0005	0.0015	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7213	54793	53127
 2024-12-17 5:5:44.431	-0.0005	0.0005	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7220	54796	53133
 2024-12-17 5:5:44.451	0.0	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7225	54794	53145
 2024-12-17 5:5:44.476	-0.001	0.0005	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7219	54794	53145
 2024-12-17 5:5:44.496	-0.001	0.0005	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.13	7218	54796	53139
 2024-12-17 5:5:44.516	-0.001	0.0005	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.13	7219	54792	53134
 2024-12-17 5:5:44.536	-0.001	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7212	54785	53133
 2024-12-17 5:5:44.556	-0.001	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7208	54783	53142
 2024-12-17 5:5:44.581	-0.0005	0.0015	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7206	54788	53133
 2024-12-17 5:5:44.601	-0.001	0.0005	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7200	54792	53137
 2024-12-17 5:5:44.621	-0.0005	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7200	54789	53134
 2024-12-17 5:5:44.641	-0.0005	0.0005	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7200	54793	53134
 2024-12-17 5:5:44.666	0.0	0.0005	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7198	54800	53143
 2024-12-17 5:5:44.686	0.0	0.001	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7204	54803	53141
 2024-12-17 5:5:44.706	-0.001	0.002	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7196	54799	53137
 2024-12-17 5:5:44.726	-0.0005	0.0	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7199	54788	53135
 2024-12-17 5:5:44.751	-0.0005	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7198	54787	53127
 2024-12-17 5:5:44.771	-0.001	0.0005	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7200	54797	53126
 2024-12-17 5:5:44.791	-0.0015	0.0015	1.0015	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7197	54795	53103
 2024-12-17 5:5:44.811	0.0005	0.0	0.9976	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7195	54797	53094
 2024-12-17 5:5:44.831	0.002	0.0	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7193	54798	53100
 2024-12-17 5:5:44.856	-0.0005	0.0005	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7192	54798	53103
 2024-12-17 5:5:44.876	-0.002	0.002	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7187	54799	53117
 2024-12-17 5:5:44.896	-0.0005	0.001	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7192	54804	53118
 2024-12-17 5:5:44.916	-0.0005	0.0005	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7202	54798	53115
 2024-12-17 5:5:44.936	-0.0005	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.2	7201	54795	53112
 2024-12-17 5:5:44.961	0.0	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7196	54795	53183
 2024-12-17 5:5:44.981	0.0	0.0005	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7198	54802	53144
 2024-12-17 5:5:45.1	-0.0005	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.13	7193	54802	53139
 2024-12-17 5:5:45.21	-0.001	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7198	54795	53142
 2024-12-17 5:5:45.41	-0.0005	0.0015	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.13	7197	54793	53150
 2024-12-17 5:5:45.66	0.0	0.0015	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7224	54817	53152
 2024-12-17 5:5:45.86	0.0	0.001	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.13	7203	54794	53153
 2024-12-17 5:5:45.106	-0.0005	0.0005	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7207	54788	53163
 2024-12-17 5:5:45.126	-0.0054	0.0024	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7210	54789	53149
 2024-12-17 5:5:45.151	-0.0044	0.0034	1.0005	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7201	54797	53173
 2024-12-17 5:5:45.171	0.0049	-0.0005	1.0005	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7200	54790	53172
 2024-12-17 5:5:45.191	0.0044	-0.001	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7204	54786	53152
 2024-12-17 5:5:45.211	-0.0029	0.001	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7205	54792	53142
 2024-12-17 5:5:45.236	-0.0039	0.0015	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7196	54798	53144
 2024-12-17 5:5:45.256	0.0	0.001	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7199	54796	53137
 2024-12-17 5:5:45.276	0.0	0.0005	0.998	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7199	54795	53137
 2024-12-17 5:5:45.296	-0.0005	0.0015	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7196	54795	53137
 2024-12-17 5:5:45.316	0.0	0.002	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7191	54791	53127
 2024-12-17 5:5:45.341	-0.0034	0.0029	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7196	54802	53133
 2024-12-17 5:5:45.361	-0.0034	0.0	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7202	54794	53141
 2024-12-17 5:5:45.381	0.0	-0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7207	54786	53129
 2024-12-17 5:5:45.401	0.002	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7204	54780	53128
 2024-12-17 5:5:45.591	-0.0024	0.0015	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7213	54804	53136
 2024-12-17 5:5:45.611	-0.0024	0.0039	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7211	54811	53133
 2024-12-17 5:5:45.801	-0.002	0.002	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7206	54787	53107
 2024-12-17 5:5:45.821	-0.0005	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7204	54791	53092
 2024-12-17 5:5:45.841	0.001	-0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.13	7208	54792	53081
 2024-12-17 5:5:45.861	0.0	0.0005	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7209	54794	53081
 2024-12-17 5:5:45.886	-0.0015	0.0024	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.2	7213	54795	53101
 2024-12-17 5:5:45.906	-0.0029	0.0015	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7207	54792	53099
 2024-12-17 5:5:45.926	-0.0015	0.0	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7201	54795	53091
 2024-12-17 5:5:45.946	0.001	0.0	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7202	54792	53083
 2024-12-17 5:5:45.966	0.001	0.0	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7195	54783	53076
 2024-12-17 5:5:45.991	-0.0015	0.002	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.13	7206	54786	53091
 2024-12-17 5:5:46.11	-0.0015	0.001	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7206	54798	53092
 2024-12-17 5:5:46.31	-0.0005	-0.0005	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7200	54797	53091
 2024-12-17 5:5:46.221	0.0	0.0015	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7211	54797	53122
 2024-12-17 5:5:46.241	-0.0029	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.12	7218	54794	53106
 2024-12-17 5:5:46.261	-0.002	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7227	54787	53098
 2024-12-17 5:5:46.286	0.0005	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7225	54781	53093
 2024-12-17 5:5:46.306	0.001	0.0	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7221	54784	53097
 2024-12-17 5:5:46.326	0.0	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7215	54793	53098
 2024-12-17 5:5:46.346	-0.0015	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7214	54793	53101
 2024-12-17 5:5:46.366	-0.002	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.12	7218	54794	53094
 2024-12-17 5:5:46.386	0.0	0.0015	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7218	54804	53087
 2024-12-17 5:5:46.411	0.0	0.0015	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7224	54804	53098
 2024-12-17 5:5:46.431	0.0005	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7222	54800	53110
 2024-12-17 5:5:46.451	0.0	0.0	1.0005	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7219	54802	53108
 2024-12-17 5:5:46.471	-0.0024	0.002	1.0024	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7208	54798	53120
 2024-12-17 5:5:46.661	0.001	0.0	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.2	7200	54804	53127
 2024-12-17 5:5:46.681	-0.0015	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7203	54801	53122
 2024-12-17 5:5:46.701	-0.002	0.0005	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7204	54796	53121
 2024-12-17 5:5:46.726	-0.001	0.0005	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7207	54788	53103
 2024-12-17 5:5:46.746	0.0	0.0005	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7214	54780	53106
 2024-12-17 5:5:46.766	0.0	0.001	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7220	54789	53099
 2024-12-17 5:5:46.786	-0.0005	0.001	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7217	54795	53089
 2024-12-17 5:5:46.806	-0.0005	0.0	0.999	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7215	54800	53084
 2024-12-17 5:5:46.831	-0.0005	0.0	0.9985	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7210	54800	53067
 2024-12-17 5:5:46.851	-0.0024	0.0029	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7208	54799	53069
 2024-12-17 5:5:46.871	-0.001	0.002	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.15	7208	54808	53088
 2024-12-17 5:5:46.891	0.0005	-0.0005	1.0	0.0	0.0	0.0	0.049	0.038	-171.667	28.12	7214	54815	53095
 2024-12-17 5:5:46.916	-0.0015	0.0	0.9995	0.0	0.0	0.0	0.049	0.038	-171.667	28.17	7217	54809	53098
 2024-12-17 5:5:46.936	-0.001	0.002	0.998	0.0	0.0	0.0	0.049	0.038	-171.667	28.18	7221	54816	53098
