Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz
 2024-12-17 5:2:25.256	-0.0005	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3841	53092	55011
 2024-12-17 5:2:25.276	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.28	3843	53094	54996
 2024-12-17 5:2:25.296	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3839	53091	54998
 2024-12-17 5:2:25.316	0.0	-0.001	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3843	53088	55000
 2024-12-17 5:2:25.336	-0.0005	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.29	3843	53103	54982
 2024-12-17 5:2:25.361	-0.0005	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3848	53101	54979
 2024-12-17 5:2:25.381	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3851	53095	54982
 2024-12-17 5:2:25.401	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3848	53097	54977
 2024-12-17 5:2:25.421	0.0	-0.0005	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3840	53095	54974
 2024-12-17 5:2:25.441	-0.0005	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3841	53091	54977
 2024-12-17 5:2:25.631	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3854	53106	55001
 2024-12-17 5:2:25.651	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3845	53100	55004
 2024-12-17 5:2:25.671	-0.0005	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.28	3839	53098	55001
 2024-12-17 5:2:25.691	-0.0005	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.28	3822	53096	54985
 2024-12-17 5:2:25.716	0.0	0.0	1.0	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3824	53088	54993
 2024-12-17 5:2:25.736	0.0005	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.29	3833	53086	54978
 2024-12-17 5:2:25.756	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3840	53088	54979
 2024-12-17 5:2:25.776	0.0	0.0	0.9985	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3832	53092	54957
 2024-12-17 5:2:25.801	-0.0005	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3834	53092	54947
 2024-12-17 5:2:25.821	-0.0005	0.0	1.0	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3831	53094	54960
 2024-12-17 5:2:25.841	0.0	-0.001	0.998	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3830	53092	54964
 2024-12-17 5:2:25.861	0.0	0.0	0.9985	0.0	0.0	0.0	-0.011	0.011	-172.095	28.21	3832	53089	54958
 2024-12-17 5:2:25.881	-0.0005	0.0	1.0005	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3838	53090	54972
 2024-12-17 5:2:25.901	0.0	0.0	0.9985	0.0	0.0	0.0	-0.011	0.011	-172.095	28.29	3845	53090	54989
 2024-12-17 5:2:25.926	-0.0005	0.0005	0.9985	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3850	53082	54984
 2024-12-17 5:2:25.946	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3850	53078	54983
 2024-12-17 5:2:25.966	0.0	0.0	1.0	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3853	53074	54990
 2024-12-17 5:2:25.986	0.0	-0.0005	0.9985	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3852	53077	54987
 2024-12-17 5:2:26.11	0.0	-0.0005	0.9985	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3838	53085	54991
 2024-12-17 5:2:26.31	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.28	3829	53087	54994
 2024-12-17 5:2:26.51	0.0	-0.0005	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3831	53080	54999
 2024-12-17 5:2:26.71	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3840	53079	54997
 2024-12-17 5:2:26.96	-0.0005	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3847	53081	55000
 2024-12-17 5:2:26.116	0.0	-0.0005	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.29	3849	53082	54990
 2024-12-17 5:2:26.136	0.0	-0.0005	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3844	53088	54984
 2024-12-17 5:2:26.156	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3838	53088	54989
 2024-12-17 5:2:26.346	-0.001	0.0	1.0	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3828	53086	54990
 2024-12-17 5:2:26.366	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3834	53082	54999
 2024-12-17 5:2:26.386	0.0	0.0	0.9971	0.0	0.0	0.0	-0.011	0.011	-172.095	28.28	3839	53073	54998
 2024-12-17 5:2:26.411	0.0	0.0	1.0	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3839	53071	54988
 2024-12-17 5:2:26.431	0.0	-0.0005	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3832	53076	55001
 2024-12-17 5:2:26.451	0.0	0.0	1.0	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3839	53077	55001
 2024-12-17 5:2:26.471	-0.0005	0.0	0.9985	0.0	0.0	0.0	-0.011	0.011	-172.095	28.28	3847	53083	55006
 2024-12-17 5:2:26.661	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3851	53095	54982
 2024-12-17 5:2:26.681	0.0	-0.0005	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3852	53095	54973
 2024-12-17 5:2:26.701	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3856	53099	54966
 2024-12-17 5:2:26.721	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3859	53098	54975
 2024-12-17 5:2:26.911	0.0	-0.0005	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3853	53082	54970
 2024-12-17 5:2:26.931	0.0	-0.001	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3853	53084	54963
 2024-12-17 5:2:26.951	0.0005	-0.001	0.9985	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3860	53080	54955
 2024-12-17 5:2:26.971	0.001	0.0	1.0	0.0	0.0	0.0	-0.011	0.011	-172.095	28.28	3859	53076	54955
 2024-12-17 5:2:26.996	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3852	53081	54956
 2024-12-17 5:2:27.16	-0.001	0.0	1.0	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3849	53087	54966
 2024-12-17 5:2:27.36	-0.001	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3856	53095	54948
 2024-12-17 5:2:27.56	0.0	-0.0005	1.0	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3861	53099	54943
 2024-12-17 5:2:27.76	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.21	3861	53092	54957
 2024-12-17 5:2:27.96	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3849	53090	54956
 2024-12-17 5:2:27.286	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.28	3852	53087	54953
 2024-12-17 5:2:27.306	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3852	53087	54942
 2024-12-17 5:2:27.326	-0.0005	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3846	53087	54931
 2024-12-17 5:2:27.351	0.0	-0.0005	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3855	53082	54955
 2024-12-17 5:2:27.371	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.21	3856	53075	54962
 2024-12-17 5:2:27.391	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.28	3850	53075	54973
 2024-12-17 5:2:27.411	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.28	3847	53074	54980
 2024-12-17 5:2:27.436	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3844	53079	54976
 2024-12-17 5:2:27.456	0.0	-0.0005	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3848	53085	54968
 2024-12-17 5:2:27.476	-0.0005	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3850	53088	54968
 2024-12-17 5:2:27.496	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3848	53093	54972
 2024-12-17 5:2:27.516	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.21	3851	53097	54969
 2024-12-17 5:2:27.541	0.0005	0.0	0.9995	0.0	0.0	0.0	-0.011	0.005	-172.095	28.23	3848	53092	54958
 2024-12-17 5:2:27.561	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.005	-172.095	28.24	3851	53087	54956
 2024-12-17 5:2:27.581	-0.0005	-0.0005	0.9985	0.0	0.0	0.0	-0.011	0.005	-172.095	28.28	3840	53084	54965
 2024-12-17 5:2:27.601	-0.0005	0.0	1.0	0.0	0.0	0.0	-0.011	0.005	-172.095	28.24	3846	53076	54966
 2024-12-17 5:2:27.621	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.005	-172.095	28.23	3850	53081	54977
 2024-12-17 5:2:27.646	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.005	-172.095	28.24	3852	53087	54974
 2024-12-17 5:2:27.666	0.0	-0.0005	0.9985	0.0	0.0	0.0	-0.011	0.005	-172.095	28.26	3832	53051	54985
 2024-12-17 5:2:27.686	-0.0005	0.0	1.0	0.0	0.0	0.0	-0.011	0.005	-172.095	28.28	3842	53079	54978
 2024-12-17 5:2:27.706	0.0	-0.0005	0.9985	0.0	0.0	0.0	-0.011	0.005	-172.095	28.23	3838	53089	54966
 2024-12-17 5:2:27.726	0.0	-0.0005	0.9995	0.0	0.0	0.0	-0.011	0.005	-172.095	28.26	3841	53091	54964
 2024-12-17 5:2:27.916	0.0	-0.0005	0.9995	0.0	0.0	0.0	-0.011	0.005	-172.095	28.24	3849	53082	54979
 2024-12-17 5:2:27.936	0.0	0.0	1.0	0.0	0.0	0.0	-0.011	0.005	-172.095	28.24	3841	53076	54978
 2024-12-17 5:2:27.956	-0.0005	0.0	0.999	0.0	0.0	0.0	-0.011	0.005	-172.095	28.26	3839	53082	54984
 2024-12-17 5:2:27.981	-0.0005	0.0	0.9995	0.0	0.0	0.0	-0.011	0.005	-172.095	28.26	3845	53081	54979
 2024-12-17 5:2:28.1	-0.0005	0.0	0.9995	0.0	0.0	0.0	-0.011	0.005	-172.095	28.23	3844	53087	54981
 2024-12-17 5:2:28.21	-0.0005	0.0	0.9995	0.0	0.0	0.0	-0.011	0.005	-172.095	28.26	3839	53090	54990
 2024-12-17 5:2:28.41	0.0	-0.001	1.0	0.0	0.0	0.0	-0.011	0.005	-172.095	28.26	3834	53091	54998
 2024-12-17 5:2:28.61	0.0	-0.0005	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3834	53085	54998
 2024-12-17 5:2:28.86	0.0	-0.0005	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3832	53079	54989
 2024-12-17 5:2:28.106	0.0005	-0.0005	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3833	53079	54997
 2024-12-17 5:2:28.126	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3837	53071	54979
 2024-12-17 5:2:28.146	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3844	53077	54976
 2024-12-17 5:2:28.166	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3844	53088	54980
 2024-12-17 5:2:28.191	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3841	53085	55001
 2024-12-17 5:2:28.211	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3845	53090	55019
 2024-12-17 5:2:28.231	0.0	-0.0005	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3838	53081	55001
 2024-12-17 5:2:28.251	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3840	53084	54983
 2024-12-17 5:2:28.271	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3843	53077	54978
 2024-12-17 5:2:28.296	-0.0005	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3843	53080	54980
 2024-12-17 5:2:28.316	-0.0005	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3844	53074	54972
 2024-12-17 5:2:28.336	-0.0005	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3841	53073	54975
 2024-12-17 5:2:28.356	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3836	53081	54977
 2024-12-17 5:2:28.381	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3840	53076	54989
 2024-12-17 5:2:28.401	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3840	53081	54999
 2024-12-17 5:2:28.421	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.28	3848	53087	54990
 2024-12-17 5:2:28.441	-0.0005	-0.0005	1.0	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3858	53090	54991
 2024-12-17 5:2:28.461	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3849	53094	55003
 2024-12-17 5:2:28.481	0.0	-0.0005	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3848	53092	54996
 2024-12-17 5:2:28.506	0.0	-0.0005	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3850	53087	55001
 2024-12-17 5:2:28.526	0.0	0.0	1.0	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3845	53091	55004
 2024-12-17 5:2:28.546	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3838	53093	54989
 2024-12-17 5:2:28.566	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3829	53095	54978
 2024-12-17 5:2:28.591	-0.0005	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.21	3833	53100	54965
 2024-12-17 5:2:28.611	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3837	53096	54958
 2024-12-17 5:2:28.631	0.0	-0.0005	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3840	53091	54966
 2024-12-17 5:2:28.651	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3839	53082	54977
 2024-12-17 5:2:28.676	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3844	53082	54981
 2024-12-17 5:2:28.696	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3838	53086	54972
 2024-12-17 5:2:28.716	0.0	0.0	1.0	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3839	53091	54984
 2024-12-17 5:2:28.736	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3844	53100	54994
 2024-12-17 5:2:28.756	-0.0005	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.21	3842	53105	54985
 2024-12-17 5:2:28.781	0.0	-0.0005	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3840	53093	54973
 2024-12-17 5:2:28.801	0.0	-0.0005	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.28	3838	53090	54956
 2024-12-17 5:2:28.821	0.0	-0.0005	1.0	0.0	0.0	0.0	-0.011	0.011	-172.095	28.21	3843	53093	54978
 2024-12-17 5:2:28.841	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3842	53090	54979
 2024-12-17 5:2:28.866	-0.0005	0.0	1.0	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3840	53085	55004
 2024-12-17 5:2:28.886	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3849	53085	54992
 2024-12-17 5:2:28.906	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3846	53085	54992
 2024-12-17 5:2:28.926	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3842	53083	54987
 2024-12-17 5:2:28.951	-0.0005	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.28	3836	53087	54984
 2024-12-17 5:2:28.971	-0.0005	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3845	53094	54995
 2024-12-17 5:2:28.991	-0.0005	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.28	3851	53091	54989
 2024-12-17 5:2:29.11	0.0	0.0	0.9985	0.0	0.0	0.0	-0.011	0.011	-172.095	28.21	3846	53096	54995
 2024-12-17 5:2:29.36	0.0005	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3844	53091	54988
 2024-12-17 5:2:29.56	-0.0005	-0.001	0.9985	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3854	53086	54994
 2024-12-17 5:2:29.76	-0.0005	0.0005	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3866	53088	54990
 2024-12-17 5:2:29.96	0.0	0.0005	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3868	53091	54978
 2024-12-17 5:2:29.116	0.0	0.0	1.0	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3872	53095	54978
 2024-12-17 5:2:29.136	-0.001	0.0005	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3870	53092	54982
 2024-12-17 5:2:29.161	0.0	-0.001	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3858	53098	54993
 2024-12-17 5:2:29.181	0.0	-0.001	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3854	53096	54997
 2024-12-17 5:2:29.201	-0.0005	0.0	1.0	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3853	53092	54992
 2024-12-17 5:2:29.221	-0.0005	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3855	53081	54978
 2024-12-17 5:2:29.246	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3849	53087	54976
 2024-12-17 5:2:29.266	0.0	-0.0005	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3849	53047	54894
 2024-12-17 5:2:29.286	-0.0005	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3849	53070	54965
 2024-12-17 5:2:29.306	-0.0005	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3842	53088	54988
 2024-12-17 5:2:29.326	0.0	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3845	53083	54992
 2024-12-17 5:2:29.351	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3850	53086	54999
 2024-12-17 5:2:29.371	-0.0005	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3853	53085	54993
 2024-12-17 5:2:29.391	-0.0005	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3853	53084	54975
 2024-12-17 5:2:29.411	-0.0005	-0.0005	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3853	53087	54967
 2024-12-17 5:2:29.431	0.0	-0.0005	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3846	53090	54969
 2024-12-17 5:2:29.456	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3833	53087	54980
 2024-12-17 5:2:29.476	0.0005	0.0	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3825	53086	54976
 2024-12-17 5:2:29.496	-0.0005	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3826	53091	54974
 2024-12-17 5:2:29.516	-0.001	0.0	1.0	0.0	0.0	0.0	-0.011	0.011	-172.095	28.23	3825	53095	54973
 2024-12-17 5:2:29.536	0.0	0.0	1.0	0.0	0.0	0.0	-0.011	0.011	-172.095	28.28	3829	53090	54985
 2024-12-17 5:2:29.726	0.0	-0.0005	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.26	3823	53091	54965
 2024-12-17 5:2:29.746	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3829	53095	54967
 2024-12-17 5:2:29.766	0.0	0.0	0.9995	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3827	53101	54954
 2024-12-17 5:2:29.791	0.0	0.0	1.0005	0.0	0.0	0.0	-0.011	0.011	-172.095	28.28	3829	53100	54967
 2024-12-17 5:2:29.811	0.0	0.0005	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.24	3835	53096	54972
 2024-12-17 5:2:29.831	0.0	-0.0005	0.999	0.0	0.0	0.0	-0.011	0.011	-172.095	28.29	3839	53098	54976
